"Supplementary Dataset S1. Proteins that were identified in total cell extract and included in further differential expression analysis. For each protein the fold change and p-values (unadjusted-adjusted for FDR) are provided, along with the expression trend at the mRNA level. Differentially expressed proteins (as defined by fold change >1.5, p<0.05)  are marked in blue.",,,,,,,,,,,,,,,,,,,,,,
Accession,UniprotID,Protein Name,Prediction of signal peptide (SignalIP),Transcriptomics: Ratio (T24M vs T24),Proteomics:,Avg. T24,SD. T24,Avg. T24M,SD. T24M,Fold Change        (Avg. T24M/ Avg. T24),p-value (unadjusted),p-value                    (FDR- BH adjusted),Area T24_T1 normalized,Area T24_T2 normalized,Area T24_T3 normalized,Area T24_T4 normalized,Area T24_T5 normalized,Area T24M_T6 normalized,Area T24M_T7 normalized,Area T24M_T8 normalized,Area T24M_T9 normalized,Area T24M_T10 normalized
Q96CW1,AP2M1_HUMAN,AP-2 complex subunit mu ,Not predicted,0.63,,174.24,26.56,181.67,16.76,1.04,0.917,0.919,127.97,184.13,190.83,176.63,191.61,171.90,188.94,160.53,204.64,182.31
P63279,UBC9_HUMAN,SUMO-conjugating enzyme UBC9 ,Not predicted,1.09,,563.76,109.51,587.78,28.41,1.04,0.602,0.690,369.95,613.89,613.56,633.13,588.28,626.25,559.71,560.21,601.56,591.17
P27694,RFA1_HUMAN,Replication protein A 70 kDa DNA-binding subunit ,Not predicted,0.66,,133.17,16.99,138.78,38.27,1.04,0.754,0.804,159.69,131.32,130.75,112.19,131.88,167.95,108.53,188.83,128.24,100.35
O95782,AP2A1_HUMAN,AP-2 complex subunit alpha-1 ,Not predicted,0.48,,257.62,98.58,268.48,66.57,1.04,0.917,0.919,319.05,342.19,143.73,326.59,156.54,208.73,291.77,187.34,334.91,319.64
Q9UQ80,PA2G4_HUMAN,Proliferation-associated protein 2G4 ,Not predicted,1.19,,"1,134.93",98.30,"1,182.57",60.40,1.04,0.175,0.282,"1,307.46","1,086.82","1,117.48","1,097.89","1,064.97","1,254.14","1,225.55","1,190.46","1,115.72","1,126.97"
Q9Y3B3,TMED7_HUMAN,Transmembrane emp24 domain-containing protein 7 ,Predicted,1.23,,310.04,27.51,322.60,24.65,1.04,0.465,0.569,311.06,340.95,326.02,304.33,267.82,283.65,332.78,322.62,322.91,351.05
P49748,ACADV_HUMAN,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial ",Not predicted,1.14,,758.49,77.39,789.18,47.51,1.04,0.251,0.367,803.44,780.79,620.87,790.15,797.22,812.86,804.82,782.44,834.74,711.06
P62873,GBB1_HUMAN,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 ,Not predicted,0.55,,588.37,24.05,612.17,72.54,1.04,0.602,0.690,593.96,580.08,625.44,582.31,560.05,718.46,524.54,639.39,601.05,577.39
P61353,RL27_HUMAN,60S ribosomal protein L27 ,Not predicted,1.25,,254.99,68.56,265.17,60.33,1.04,0.465,0.569,249.29,203.05,232.45,216.49,373.65,362.14,251.03,195.80,253.20,263.66
P36578,RL4_HUMAN,60S ribosomal protein L4 ,Not predicted,1.08,,453.87,62.04,471.85,58.61,1.04,0.602,0.690,542.61,429.25,375.59,442.44,479.48,446.77,435.11,558.28,504.19,414.90
P49321,NASP_HUMAN,Nuclear autoantigenic sperm protein ,Not predicted,1.06,,284.84,34.57,295.95,18.97,1.04,0.347,0.458,340.45,256.88,258.90,294.75,273.21,300.17,322.99,284.80,272.40,299.42
P29218,IMPA1_HUMAN,Inositol monophosphatase 1 ,Not predicted,1.25,,112.03,15.86,116.33,7.73,1.04,0.754,0.804,97.73,92.76,128.97,121.96,118.73,121.96,118.82,114.82,122.43,103.61
Q9Y383,LC7L2_HUMAN,Putative RNA-binding protein Luc7-like 2 ,Not predicted,1.10,,149.63,41.80,155.35,20.84,1.04,0.917,0.919,77.02,157.62,167.07,162.38,184.04,170.37,172.73,166.13,124.77,142.75
P61803,DAD1_HUMAN,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1 ,Not predicted,0.96,,297.04,167.12,308.31,174.52,1.04,0.675,0.767,365.51,355.63,403.41,360.65,0.00,402.15,0.00,405.28,395.84,338.29
Q02543,RL18A_HUMAN,60S ribosomal protein L18a ,Not predicted,1.00,,167.42,101.11,173.76,46.50,1.04,0.754,0.804,228.56,261.19,0.00,185.02,162.35,113.12,191.62,147.10,236.15,180.82
P62995,TRA2B_HUMAN,Transformer-2 protein homolog beta ,Not predicted,1.26,,420.64,84.29,436.56,79.41,1.04,0.465,0.569,543.83,404.78,444.34,311.27,398.97,557.64,427.71,449.19,338.57,409.67
P35998,PRS7_HUMAN,26S protease regulatory subunit 7 ,Not predicted,1.15,,245.72,48.83,254.16,74.64,1.03,0.465,0.569,242.64,244.97,245.84,178.59,316.58,386.18,236.09,205.44,225.42,217.66
P24752,THIL_HUMAN,"Acetyl-CoA acetyltransferase, mitochondrial ",Not predicted,0.62,,387.36,40.97,400.51,24.34,1.03,0.602,0.690,439.92,358.26,344.02,419.99,374.62,410.05,398.46,366.34,433.22,394.47
Q07065,CKAP4_HUMAN,Cytoskeleton-associated protein 4 ,Not predicted,0.73,,"1,019.98",59.65,"1,053.83",48.73,1.03,0.465,0.569,"1,125.59","1,001.37",979.51,994.47,998.94,"1,044.48","1,084.60","1,074.77","1,092.36",972.95
Q9Y678,COPG1_HUMAN,Coatomer subunit gamma-1 ,Not predicted,1.00,,289.99,27.91,299.42,11.62,1.03,0.251,0.367,332.13,293.84,290.84,277.28,255.88,302.04,315.30,294.07,301.95,283.74
P62906,RL10A_HUMAN,60S ribosomal protein L10a ,Not predicted,0.83,,377.02,44.43,389.12,40.15,1.03,0.917,0.919,437.04,380.75,311.62,378.87,376.80,391.06,378.45,456.09,368.62,351.39
Q96G03,PGM2_HUMAN,Phosphoglucomutase-2 ,Not predicted,0.65,,92.18,131.77,95.12,87.38,1.03,0.911,0.919,0.00,176.97,283.94,0.00,0.00,173.44,0.00,0.00,155.90,146.28
P07339,CATD_HUMAN,Cathepsin D ,Predicted,0.85,,903.02,133.53,931.70,137.17,1.03,0.754,0.804,962.46,791.74,"1,097.38",770.61,892.93,"1,030.21",893.62,760.67,"1,106.88",867.11
Q15637,SF01_HUMAN,Splicing factor 1 ,Not predicted,0.70,,384.88,78.35,397.06,57.86,1.03,0.754,0.804,495.37,377.25,426.16,322.75,302.89,483.43,343.85,426.80,354.73,376.49
P49773,HINT1_HUMAN,Histidine triad nucleotide-binding protein 1 ,Not predicted,0.75,,299.92,82.90,309.29,57.39,1.03,0.917,0.919,407.54,256.59,345.34,299.60,190.52,381.24,266.25,254.20,359.60,285.17
Q16401,PSMD5_HUMAN,26S proteasome non-ATPase regulatory subunit 5 ,Not predicted,0.72,,154.99,18.86,159.72,10.79,1.03,0.917,0.919,124.31,166.75,156.47,173.42,153.99,153.35,169.84,163.52,167.77,144.11
Q16795,NDUA9_HUMAN,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial ",Not predicted,0.79,,121.03,17.51,124.59,24.93,1.03,0.917,0.919,129.86,135.12,128.42,91.12,120.61,103.24,103.10,163.52,121.80,131.29
Q04637,IF4G1_HUMAN,Eukaryotic translation initiation factor 4 gamma 1 ,Not predicted,0.65,,354.49,97.10,364.84,67.20,1.03,0.917,0.919,469.42,387.40,352.65,201.61,361.35,424.16,264.14,423.63,376.08,336.19
P26641,EF1G_HUMAN,Elongation factor 1-gamma ,Not predicted,0.80,,"1,548.66",130.77,"1,591.75",172.45,1.03,0.602,0.690,"1,743.28","1,526.52","1,601.30","1,405.00","1,467.22","1,716.83","1,324.22","1,768.27","1,576.03","1,573.42"
Q9BZZ5,API5_HUMAN,Apoptosis inhibitor 5 ,Not predicted,0.49,,269.20,16.12,276.34,36.47,1.03,0.754,0.804,279.57,262.43,264.80,248.78,290.41,312.41,276.54,311.98,249.41,231.36
Q9BS26,ERP44_HUMAN,Endoplasmic reticulum resident protein 44 ,Predicted,1.38,,436.73,45.70,448.15,48.28,1.03,0.754,0.804,480.84,425.09,485.19,378.24,414.30,507.80,414.39,465.11,468.07,385.38
O00764,PDXK_HUMAN,Pyridoxal kinase ,Not predicted,0.99,,178.96,46.27,183.58,44.50,1.03,0.754,0.804,139.62,236.79,204.86,188.49,125.03,205.11,247.15,161.34,173.89,130.41
Q15717,ELAV1_HUMAN,ELAV-like protein 1 ,Not predicted,0.85,,396.63,23.92,406.39,47.31,1.02,0.754,0.804,411.87,363.95,396.24,425.91,385.16,458.41,364.35,407.21,447.99,353.97
Q9NUU7,DD19A_HUMAN,ATP-dependent RNA helicase DDX19A ,Not predicted,0.77,,59.64,53.21,61.09,38.54,1.02,0.834,0.885,16.22,77.06,0.00,71.51,133.39,0.00,65.11,76.81,105.13,58.41
O43707,ACTN4_HUMAN,Alpha-actinin-4 ,Not predicted,0.37,,"1,892.16",126.09,"1,937.99",107.19,1.02,0.347,0.458,"2,065.98","1,926.77","1,917.90","1,729.76","1,820.39","1,932.53","1,866.87","2,110.98","1,833.65","1,945.91"
P31689,DNJA1_HUMAN,DnaJ homolog subfamily A member 1 ,Not predicted,1.04,,136.82,107.15,140.12,90.71,1.02,0.917,0.919,281.90,192.17,0.00,81.85,128.18,275.97,41.40,179.38,113.28,90.58
P08559,ODPA_HUMAN,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial ",Not predicted,0.95,,341.22,56.55,349.36,51.97,1.02,0.917,0.919,380.15,396.82,319.71,354.97,254.43,324.70,434.05,302.09,324.17,361.77
Q13492,PICAL_HUMAN,Phosphatidylinositol-binding clathrin assembly protein ,Not predicted,0.76,,192.33,21.49,196.50,11.68,1.02,0.917,0.919,160.02,212.98,199.33,182.06,207.24,188.09,180.42,201.46,205.46,207.07
P39023,RL3_HUMAN,60S ribosomal protein L3 ,Not predicted,0.69,,629.04,40.01,642.67,50.15,1.02,0.917,0.919,683.00,630.18,570.16,628.21,633.65,677.29,567.96,681.68,613.55,672.86
P68400,CSK21_HUMAN,Casein kinase II subunit alpha ,Not predicted,0.69,,225.40,27.99,229.99,7.19,1.02,0.917,0.919,239.31,259.51,219.66,183.63,224.87,221.30,237.78,233.24,223.46,234.15
Q9NQG5,RPR1B_HUMAN,Regulation of nuclear pre-mRNA domain-containing protein 1B ,Not predicted,1.05,,169.09,24.23,172.52,24.25,1.02,0.917,0.919,138.40,170.25,200.10,153.49,183.19,183.10,174.21,180.81,130.96,193.51
O00592,PODXL_HUMAN,Podocalyxin ,Predicted,1.02,,194.62,56.30,198.53,68.12,1.02,0.602,0.690,177.65,196.11,165.29,289.58,144.48,127.23,256.67,159.04,284.65,165.08
P23526,SAHH_HUMAN,Adenosylhomocysteinase ,Not predicted,0.67,,833.09,51.56,849.63,43.89,1.02,0.347,0.458,775.16,797.59,909.15,848.17,835.38,849.63,808.34,854.59,919.35,816.22
P39687,AN32A_HUMAN,Acidic leucine-rich nuclear phosphoprotein 32 family member A ,Not predicted,1.05,,"2,125.66",363.36,"2,166.86",163.45,1.02,0.917,0.919,"2,454.12","2,054.59","2,405.83","1,546.89","2,166.90","2,444.07","2,123.40","2,169.44","2,038.86","2,058.54"
P04406,G3P_HUMAN,Glyceraldehyde-3-phosphate dehydrogenase ,Not predicted,0.68,,"19,390.15",748.19,"19,751.64","1,210.21",1.02,0.602,0.690,"19,306.89","20,027.35","18,155.64","19,542.60","19,918.28","21,125.58","20,846.40","19,629.46","18,532.24","18,624.53"
Q92734,TFG_HUMAN,Protein TFG ,Not predicted,1.39,,214.38,37.47,218.30,35.20,1.02,0.917,0.919,246.96,198.45,249.72,159.23,217.54,239.19,181.26,194.55,208.37,268.14
P62158,CALM_HUMAN,Calmodulin ,Not predicted,0.84,,"2,299.90",233.84,"2,340.81",230.23,1.02,0.754,0.804,"2,461.88","2,218.20","2,298.92","1,958.04","2,562.48","2,494.02","2,594.17","2,420.10","2,093.80","2,101.96"
P19338,NUCL_HUMAN,Nucleolin ,Not predicted,0.97,,"1,766.25",214.03,"1,796.32",118.56,1.02,0.465,0.569,"2,140.28","1,619.28","1,636.93","1,706.43","1,728.31","1,873.26","1,656.86","1,863.43","1,908.79","1,679.26"
P31947,1433S_HUMAN,14-3-3 protein sigma ,Not predicted,0.60,,"6,084.72",655.31,"6,186.10",272.08,1.02,0.917,0.919,"5,023.56","6,805.06","6,322.95","6,062.68","6,209.32","6,377.74","5,769.06","6,319.24","6,054.08","6,410.37"
Q9Y285,SYFA_HUMAN,Phenylalanine--tRNA ligase alpha subunit ,Not predicted,0.77,,126.45,14.87,128.51,9.08,1.02,0.754,0.804,139.40,103.20,137.01,120.64,132.00,136.23,113.61,129.18,135.38,128.17
P68371,TBB4B_HUMAN,Tubulin beta-4B chain ,Not predicted,0.89,,"6,914.51",471.97,"7,025.47",418.96,1.02,0.754,0.804,"7,472.13","6,827.70","7,318.91","6,362.85","6,590.96","7,294.34","6,797.99","7,600.51","6,547.85","6,886.66"
Q9H223,EHD4_HUMAN,EH domain-containing protein 4 ,Not predicted,0.62,,159.80,28.81,162.30,15.23,1.02,0.602,0.690,134.52,168.06,129.84,200.79,165.80,172.12,166.88,179.31,142.89,150.29
P07437,TBB5_HUMAN,Tubulin beta chain ,Not predicted,0.54,,"6,933.90",457.11,"7,041.40",409.55,1.02,0.602,0.690,"7,472.13","6,827.70","7,318.91","6,362.85","6,687.89","7,294.34","6,877.62","7,600.51","6,547.85","6,886.66"
Q8N1F7,NUP93_HUMAN,Nuclear pore complex protein Nup93 ,Not predicted,0.63,,46.11,50.57,46.80,52.82,1.01,0.914,0.919,0.00,83.12,112.98,0.00,34.44,0.00,0.00,102.19,104.50,27.29
Q9NSE4,SYIM_HUMAN,"Isoleucine--tRNA ligase, mitochondrial ",Not predicted,0.67,,140.40,16.15,142.43,16.87,1.01,0.917,0.919,150.49,133.88,158.90,116.85,141.88,153.08,148.07,137.83,157.86,115.34
Q53GQ0,DHB12_HUMAN,Estradiol 17-beta-dehydrogenase 12 ,Not predicted,0.87,,389.26,106.04,394.88,61.26,1.01,0.917,0.919,514.11,397.70,421.13,392.30,221.05,291.94,411.99,437.81,442.37,390.27
Q96PK6,RBM14_HUMAN,RNA-binding protein 14 ,Not predicted,0.76,,377.20,66.33,382.63,33.04,1.01,0.754,0.804,470.86,373.23,324.96,306.60,410.36,424.32,350.96,404.47,384.60,348.81
P28331,NDUS1_HUMAN,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial ",Not predicted,0.67,,209.97,22.06,212.97,15.84,1.01,0.917,0.919,199.50,180.11,213.63,239.69,216.93,230.25,212.62,198.47,227.44,196.08
Q9HC38,GLOD4_HUMAN,Glyoxalase domain-containing protein 4 ,Not predicted,1.70,,158.69,14.88,160.66,15.41,1.01,0.754,0.804,183.42,149.44,145.01,157.78,157.81,170.15,156.45,138.64,179.45,158.63
P20618,PSB1_HUMAN,Proteasome subunit beta type-1 ,Not predicted,1.10,,553.47,13.69,559.99,31.67,1.01,0.465,0.569,554.03,549.99,533.16,570.32,559.87,591.12,574.30,578.19,512.65,543.67
P35232,PHB_HUMAN,Prohibitin ,Not predicted,0.70,,787.40,54.32,796.48,58.43,1.01,0.917,0.919,723.48,805.62,741.03,855.74,811.15,804.63,856.27,714.65,843.58,763.30
Q96AG4,LRC59_HUMAN,Leucine-rich repeat-containing protein 59 ,Not predicted,0.77,,284.45,69.42,287.59,38.65,1.01,0.754,0.804,188.19,354.17,280.83,347.91,251.16,263.18,318.76,242.57,278.02,335.45
P14625,ENPL_HUMAN,Endoplasmin ,Predicted,1.16,,"4,187.69",321.16,"4,230.87",103.83,1.01,0.251,0.367,"4,737.45","4,120.14","3,939.97","3,978.52","4,162.36","4,297.02","4,263.72","4,269.22","4,277.89","4,046.51"
P62942,FKB1A_HUMAN,Peptidyl-prolyl cis-trans isomerase FKBP1A ,Not predicted,0.72,,371.55,37.92,375.01,89.09,1.01,0.754,0.804,342.33,322.76,402.27,410.27,380.13,481.68,238.98,370.26,417.18,366.93
Q9NTK5,OLA1_HUMAN,Obg-like ATPase 1 ,Not predicted,0.72,,313.23,18.61,316.03,8.60,1.01,0.917,0.919,328.36,330.65,308.61,314.11,284.42,313.95,329.05,319.76,309.52,307.90
Q32MZ4,LRRF1_HUMAN,Leucine-rich repeat flightless-interacting protein 1 ,Not predicted,0.96,,85.04,31.54,85.74,48.78,1.01,0.347,0.458,35.73,104.15,105.81,70.94,108.56,109.06,110.29,116.99,0.00,92.34
P10515,ODP2_HUMAN,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial ",Not predicted,0.71,,249.50,30.20,251.25,19.23,1.01,0.465,0.569,251.07,234.75,225.28,300.93,235.47,245.78,241.02,238.34,285.15,245.95
Q9Y2B0,CNPY2_HUMAN,Protein canopy homolog 2 ,Predicted,2.07,,377.82,36.89,380.40,35.77,1.01,0.754,0.804,372.05,351.90,424.38,335.30,405.45,383.60,391.28,431.15,335.47,360.48
Q9BXP5,SRRT_HUMAN,Serrate RNA effector molecule homolog ,Not predicted,0.97,,154.34,32.75,155.25,23.25,1.01,0.917,0.919,178.54,145.42,184.48,102.60,160.65,174.81,162.94,165.94,115.23,157.34
P11177,ODPB_HUMAN,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial ",Not predicted,1.04,,197.93,42.38,198.66,28.91,1.00,0.754,0.804,212.03,162.88,249.03,146.18,219.54,229.64,151.59,207.30,208.05,196.69
Q9BQE3,TBA1C_HUMAN,Tubulin alpha-1C chain ,Not predicted,0.62,,"10,280.94",855.84,"10,306.14",985.72,1.00,0.754,0.804,"11,144.99","10,736.76","10,430.13","8,885.29","10,207.51","11,065.00","9,563.41","11,307.47","9,010.40","10,584.43"
P62258,1433E_HUMAN,14-3-3 protein epsilon ,Not predicted,1.15,,"7,274.25",684.42,"7,287.43",368.22,1.00,0.754,0.804,"6,226.78","7,975.88","7,675.26","6,999.77","7,493.59","7,651.09","6,727.51","7,513.43","7,122.44","7,422.67"
P61923,COPZ1_HUMAN,Coatomer subunit zeta-1 ,Not predicted,0.81,,225.52,51.98,225.91,17.31,1.00,0.175,0.282,239.09,244.39,264.02,134.07,246.01,226.90,241.94,233.30,230.85,196.56
Q9NZI8,IF2B1_HUMAN,Insulin-like growth factor 2 mRNA-binding protein 1 ,Not predicted,0.91,,152.36,30.36,152.59,20.45,1.00,0.917,0.919,195.07,152.51,113.90,163.83,136.48,139.90,174.14,163.14,162.21,123.55
Q9NVI7,ATD3A_HUMAN,ATPase family AAA domain-containing protein 3A ,Not predicted,0.60,,221.35,13.41,221.66,14.13,1.00,0.917,0.919,204.60,214.95,239.67,218.70,228.81,208.73,237.36,229.01,228.45,204.77
Q04917,1433F_HUMAN,14-3-3 protein eta ,Not predicted,0.65,,"6,005.80",643.80,"6,013.53",228.21,1.00,0.754,0.804,"4,970.33","6,734.21","6,217.87","6,000.25","6,106.33","6,185.64","5,658.41","6,125.81","5,912.01","6,185.79"
Q96TA1,NIBL1_HUMAN,Niban-like protein 1 ,Not predicted,0.58,,454.88,53.65,454.43,47.20,1.00,0.917,0.919,471.31,450.51,435.80,384.80,532.00,534.48,440.33,432.83,411.56,452.96
Q9Y224,CN166_HUMAN,UPF0568 protein C14orf166 ,Not predicted,1.25,,180.65,31.22,180.18,19.52,1.00,0.917,0.919,218.13,191.80,191.74,135.58,165.99,200.50,202.05,161.84,170.61,165.89
P11387,TOP1_HUMAN,DNA topoisomerase 1 ,Not predicted,0.99,,192.57,12.44,192.01,19.53,1.00,0.754,0.804,174.44,194.94,208.28,188.24,196.94,201.27,182.88,208.73,205.21,161.96
O00410,IPO5_HUMAN,Importin-5 ,Not predicted,0.32,,259.87,55.00,258.85,51.41,1.00,0.602,0.690,231.11,229.85,314.14,201.23,323.01,296.77,187.67,304.33,283.76,221.73
P26196,DDX6_HUMAN,Probable ATP-dependent RNA helicase DDX6 ,Not predicted,0.46,,325.71,56.21,324.39,88.59,1.00,0.602,0.690,409.43,333.06,317.38,252.05,316.64,371.08,411.57,328.84,177.68,332.80
O75643,U520_HUMAN,U5 small nuclear ribonucleoprotein 200 kDa helicase ,Not predicted,0.57,,207.05,23.39,206.02,18.60,1.00,0.754,0.804,214.36,207.65,203.30,172.47,237.47,215.59,188.38,200.84,191.83,233.47
P07741,APT_HUMAN,Adenine phosphoribosyltransferase ,Not predicted,0.97,,247.52,33.79,246.12,21.23,0.99,0.917,0.919,275.80,203.93,284.53,225.25,248.07,273.39,217.48,256.32,234.76,248.67
P49915,GUAA_HUMAN,GMP synthase [glutamine-hydrolyzing] ,Not predicted,0.70,,156.58,25.38,155.65,34.64,0.99,0.754,0.804,141.95,164.27,188.09,121.83,166.77,149.89,164.77,174.84,99.32,189.43
P41250,SYG_HUMAN,Glycine--tRNA ligase ,Predicted,0.64,,335.72,44.30,333.48,33.37,0.99,0.917,0.919,376.38,317.06,368.78,267.95,348.45,313.40,317.70,354.15,381.44,300.71
P17655,CAN2_HUMAN,Calpain-2 catalytic subunit ,Not predicted,0.47,,273.48,30.29,271.50,26.29,0.99,0.754,0.804,324.26,257.54,251.78,278.73,255.10,248.41,300.22,293.76,273.72,241.41
Q9P016,THYN1_HUMAN,Thymocyte nuclear protein 1 ,Not predicted,1.00,,229.88,26.25,228.14,12.41,0.99,0.754,0.804,273.91,234.31,210.75,216.11,214.33,232.66,213.89,223.47,246.89,223.77
Q8NC51,PAIRB_HUMAN,Plasminogen activator inhibitor 1 RNA-binding protein ,Not predicted,0.75,,627.53,124.20,622.29,37.92,0.99,0.602,0.690,542.50,524.42,802.70,553.17,714.83,665.22,587.27,583.35,619.30,656.30
Q1KMD3,HNRL2_HUMAN,Heterogeneous nuclear ribonucleoprotein U-like protein 2 ,Not predicted,0.96,,"1,128.28",154.77,"1,118.81",89.48,0.99,0.602,0.690,"1,257.55","1,095.59","1,252.71",879.70,"1,155.84","1,199.26","1,105.75","1,217.20","1,004.59","1,067.26"
Q9Y3I0,RTCB_HUMAN,tRNA-splicing ligase RtcB homolog ,Not predicted,0.38,,467.43,36.60,463.33,29.03,0.99,0.754,0.804,462.21,458.69,495.24,413.68,507.35,510.38,441.10,446.76,472.49,445.90
O95831,AIFM1_HUMAN,"Apoptosis-inducing factor 1, mitochondrial ",Not predicted,0.75,,517.05,46.02,512.35,23.97,0.99,0.917,0.919,574.33,487.46,548.69,459.53,515.22,552.70,496.07,515.55,495.35,502.08
Q9H2D6,TARA_HUMAN,TRIO and F-actin-binding protein ,Not predicted,0.87,,32.22,31.23,31.92,33.96,0.99,0.914,0.919,0.00,67.53,0.00,55.56,37.99,0.00,0.00,45.35,80.82,33.40
Q13586,STIM1_HUMAN,Stromal interaction molecule 1 ,Predicted,0.45,,40.43,38.51,40.01,43.81,0.99,0.914,0.919,0.00,64.49,84.15,0.00,53.50,30.57,0.00,70.90,0.00,98.58
P22087,FBRL_HUMAN,rRNA 2'-O-methyltransferase fibrillarin ,Not predicted,0.56,,601.51,61.35,595.16,64.93,0.99,0.754,0.804,595.62,510.76,682.55,616.29,602.33,494.25,608.97,592.18,674.99,605.42
P46777,RL5_HUMAN,60S ribosomal protein L5 ,Not predicted,1.11,,529.29,93.60,523.40,67.97,0.99,0.917,0.919,654.39,569.27,436.80,550.46,435.50,523.72,595.93,577.81,492.64,426.91
O14776,TCRG1_HUMAN,Transcription elongation regulator 1 ,Not predicted,1.17,,92.34,16.37,91.26,14.49,0.99,0.917,0.919,82.94,108.90,96.99,68.86,104.01,106.59,69.26,101.38,92.00,87.05
P37108,SRP14_HUMAN,Signal recognition particle 14 kDa protein ,Not predicted,1.03,,97.69,94.10,96.47,98.80,0.99,0.914,0.919,210.59,129.21,0.00,148.63,0.00,208.24,88.87,0.00,185.26,0.00
P09543,CN37_HUMAN,"2',3'-cyclic-nucleotide 3'-phosphodiesterase ",Not predicted,0.79,,160.92,42.72,158.84,28.78,0.99,0.917,0.919,141.72,166.09,178.72,101.65,216.39,170.20,112.55,187.65,171.68,152.12
O15260,SURF4_HUMAN,Surfeit locus protein 4 ,Not predicted,0.60,,399.94,63.14,394.69,75.49,0.99,0.917,0.919,427.06,341.75,495.69,350.81,384.37,437.22,330.03,345.69,353.22,507.31
P27635,RL10_HUMAN,60S ribosomal protein L10 ,Not predicted,0.79,,392.93,79.04,387.67,71.48,0.99,0.917,0.919,508.23,416.10,372.52,377.29,290.47,289.63,438.42,333.94,426.72,449.63
Q99584,S10AD_HUMAN,Protein S100-A13 ,Not predicted,1.18,,174.14,14.70,171.69,23.15,0.99,0.917,0.919,153.81,175.22,185.94,189.75,165.99,134.20,185.70,167.37,193.85,177.36
P05783,K1C18_HUMAN,"Keratin, type I cytoskeletal 18 ",Not predicted,0.90,,"5,050.66",543.72,"4,977.12",539.68,0.99,0.754,0.804,"4,583.31","5,747.46","4,544.85","5,492.61","4,885.07","5,074.20","5,135.49","4,495.62","4,429.43","5,750.87"
Q13177,PAK2_HUMAN,Serine/threonine-protein kinase PAK 2 ,Not predicted,0.70,,172.26,52.09,169.54,22.80,0.98,0.754,0.804,173.11,181.94,139.66,252.05,114.55,133.76,187.53,188.46,176.61,161.34
P08865,RSSA_HUMAN,40S ribosomal protein SA ,Not predicted,0.86,,"1,971.77",330.66,"1,937.28",85.75,0.98,0.754,0.804,"2,476.29","1,819.41","2,101.10","1,614.99","1,847.05","2,007.73","1,962.72","2,022.66","1,853.22","1,840.06"
Q92896,GSLG1_HUMAN,Golgi apparatus protein 1 ,Predicted,0.58,,218.40,23.12,214.37,14.07,0.98,0.917,0.919,200.39,221.09,254.61,196.18,219.72,226.95,199.87,216.01,229.02,200.02
A0AVT1,UBA6_HUMAN,Ubiquitin-like modifier-activating enzyme 6 ,Not predicted,0.82,,107.94,11.83,105.92,11.81,0.98,0.754,0.804,100.84,120.59,115.22,91.19,111.89,123.22,92.67,104.24,110.94,98.52
P78527,PRKDC_HUMAN,DNA-dependent protein kinase catalytic subunit ,Not predicted,0.37,,314.30,7.98,308.37,42.77,0.98,0.602,0.690,311.39,306.25,326.47,309.63,317.74,293.09,359.49,341.96,295.25,252.06
P30041,PRDX6_HUMAN,Peroxiredoxin-6 ,Not predicted,0.74,,"1,061.99",54.40,"1,040.97",57.62,0.98,0.602,0.690,"1,081.78","1,057.61","1,050.32",985.01,"1,135.25","1,060.94",990.17,"1,128.26",989.44,"1,036.05"
P22314,UBA1_HUMAN,Ubiquitin-like modifier-activating enzyme 1 ,Not predicted,0.51,,"1,320.83",150.99,"1,294.48",87.91,0.98,0.602,0.690,"1,417.24","1,246.78","1,530.94","1,153.39","1,255.80","1,352.39","1,241.76","1,421.21","1,225.59","1,231.46"
Q12765,SCRN1_HUMAN,Secernin-1 ,Not predicted,0.50,,204.33,26.40,200.25,56.35,0.98,0.754,0.804,238.09,165.73,202.43,215.79,199.61,257.20,116.57,212.09,240.89,174.51
P61981,1433G_HUMAN,14-3-3 protein gamma ,Not predicted,0.80,,"6,716.37",640.41,"6,581.57",254.44,0.98,0.465,0.569,"5,694.48","7,471.91","6,839.20","6,785.36","6,790.87","6,800.36","6,187.67","6,624.01","6,497.34","6,798.46"
P55735,SEC13_HUMAN,Protein SEC13 homolog ,Not predicted,0.64,,135.63,82.84,132.88,82.52,0.98,1.000,1.000,212.48,121.46,160.13,0.00,184.10,207.47,128.48,196.11,132.35,0.00
Q92598,HS105_HUMAN,Heat shock protein 105 kDa ,Not predicted,0.82,,436.07,37.96,426.95,24.89,0.98,0.754,0.804,441.47,399.67,491.13,400.69,447.37,449.41,423.27,386.18,432.65,443.26
